SPDX-License-Identifier: GPL-2.0, /home/luyang/Documents/linux/tools/testing/kunit/kunit_kernel.py: 1
Runs UML kernel, collects output, and handles errors., /home/luyang/Documents/linux/tools/testing/kunit/kunit_kernel.py: 3
Copyright (C) 2019, Google LLC., /home/luyang/Documents/linux/tools/testing/kunit/kunit_kernel.py: 5
Author: Felix Guo <felixguoxiuping@gmail.com>, /home/luyang/Documents/linux/tools/testing/kunit/kunit_kernel.py: 6
Author: Brendan Higgins <brendanhiggins@google.com>, /home/luyang/Documents/linux/tools/testing/kunit/kunit_kernel.py: 7
Represents an error trying to configure the Linux kernel., /home/luyang/Documents/linux/tools/testing/kunit/kunit_kernel.py: 36
Represents an error trying to build the Linux kernel., /home/luyang/Documents/linux/tools/testing/kunit/kunit_kernel.py: 40
An abstraction over command line operations performed on a source tree., /home/luyang/Documents/linux/tools/testing/kunit/kunit_kernel.py: 44
likely only due to build warnings, /home/luyang/Documents/linux/tools/testing/kunit/kunit_kernel.py: 100
An abstraction over command line operations performed on a source tree., /home/luyang/Documents/linux/tools/testing/kunit/kunit_kernel.py: 141
Runs the Linux UML binary. Must be named 'linux'., /home/luyang/Documents/linux/tools/testing/kunit/kunit_kernel.py: 169
The module name/path has very little to do with where the actual file, /home/luyang/Documents/linux/tools/testing/kunit/kunit_kernel.py: 199
exists (I learned this through experimentation and could not find it, /home/luyang/Documents/linux/tools/testing/kunit/kunit_kernel.py: 200
anywhere in the Python documentation)., /home/luyang/Documents/linux/tools/testing/kunit/kunit_kernel.py: 201
Bascially, we completely ignore the actual file location of the config, /home/luyang/Documents/linux/tools/testing/kunit/kunit_kernel.py: 203
we are loading and just tell Python that the module lives in the, /home/luyang/Documents/linux/tools/testing/kunit/kunit_kernel.py: 204
QEMU_CONFIGS_DIR for import purposes regardless of where it actually, /home/luyang/Documents/linux/tools/testing/kunit/kunit_kernel.py: 205
exists as a file., /home/luyang/Documents/linux/tools/testing/kunit/kunit_kernel.py: 206
See https://github.com/python/typeshed/pull/2626 for context., /home/luyang/Documents/linux/tools/testing/kunit/kunit_kernel.py: 210
type: ignore, /home/luyang/Documents/linux/tools/testing/kunit/kunit_kernel.py: 216
Represents a Linux kernel source tree with KUnit tests., /home/luyang/Documents/linux/tools/testing/kunit/kunit_kernel.py: 221
Creates a new .config if it is not a subset of the .kunitconfig., /home/luyang/Documents/linux/tools/testing/kunit/kunit_kernel.py: 291
tell mypy it's set, /home/luyang/Documents/linux/tools/testing/kunit/kunit_kernel.py: 326
Enforce the timeout in a background thread., /home/luyang/Documents/linux/tools/testing/kunit/kunit_kernel.py: 328
Tee the output to the file and to our caller in real time., /home/luyang/Documents/linux/tools/testing/kunit/kunit_kernel.py: 341
This runs even if our caller doesn't consume every line., /home/luyang/Documents/linux/tools/testing/kunit/kunit_kernel.py: 345
Flush any leftover output to the file, /home/luyang/Documents/linux/tools/testing/kunit/kunit_kernel.py: 347
SPDX-License-Identifier: GPL-2.0, /home/luyang/Documents/linux/tools/testing/kunit/kunit_config.py: 1
Builds a .config from a kunitconfig., /home/luyang/Documents/linux/tools/testing/kunit/kunit_config.py: 3
Copyright (C) 2019, Google LLC., /home/luyang/Documents/linux/tools/testing/kunit/kunit_config.py: 5
Author: Felix Guo <felixguoxiuping@gmail.com>, /home/luyang/Documents/linux/tools/testing/kunit/kunit_config.py: 6
Author: Brendan Higgins <brendanhiggins@google.com>, /home/luyang/Documents/linux/tools/testing/kunit/kunit_config.py: 7
CONFIG_(\w+) is not set$', /home/luyang/Documents/linux/tools/testing/kunit/kunit_config.py: 13
CONFIG_%s is not set' % (self.name), /home/luyang/Documents/linux/tools/testing/kunit/kunit_config.py: 22
Error parsing Kconfig defconfig or .config., /home/luyang/Documents/linux/tools/testing/kunit/kunit_config.py: 28
Represents defconfig or .config specified using the Kconfig language., /home/luyang/Documents/linux/tools/testing/kunit/kunit_config.py: 32
type: List[KconfigEntry], /home/luyang/Documents/linux/tools/testing/kunit/kunit_config.py: 35
Parses a string containing KconfigEntrys and populates this Kconfig., /home/luyang/Documents/linux/tools/testing/kunit/kunit_config.py: 66
':, /home/luyang/Documents/linux/tools/testing/kunit/kunit_config.py: 87
SPDX-License-Identifier: GPL-2.0, /home/luyang/Documents/linux/tools/testing/kunit/kunit_json.py: 1
Generates JSON from KUnit results according to, /home/luyang/Documents/linux/tools/testing/kunit/kunit_json.py: 3
KernelCI spec: https://github.com/kernelci/kernelci-doc/wiki/Test-API, /home/luyang/Documents/linux/tools/testing/kunit/kunit_json.py: 4
Copyright (C) 2020, Google LLC., /home/luyang/Documents/linux/tools/testing/kunit/kunit_json.py: 6
Author: Heidi Fahim <heidifahim@google.com>, /home/luyang/Documents/linux/tools/testing/kunit/kunit_json.py: 7
List[JsonObj], /home/luyang/Documents/linux/tools/testing/kunit/kunit_json.py: 21
List[JsonObj], /home/luyang/Documents/linux/tools/testing/kunit/kunit_json.py: 22
!/usr/bin/env python3, /home/luyang/Documents/linux/tools/testing/kunit/kunit_tool_test.py: 1
SPDX-License-Identifier: GPL-2.0, /home/luyang/Documents/linux/tools/testing/kunit/kunit_tool_test.py: 2
A collection of tests for tools/testing/kunit/kunit.py, /home/luyang/Documents/linux/tools/testing/kunit/kunit_tool_test.py: 4
Copyright (C) 2019, Google LLC., /home/luyang/Documents/linux/tools/testing/kunit/kunit_tool_test.py: 6
Author: Brendan Higgins <brendanhiggins@google.com>, /home/luyang/Documents/linux/tools/testing/kunit/kunit_tool_test.py: 7
Handling test_tmpdir, /home/luyang/Documents/linux/tools/testing/kunit/kunit_tool_test.py: 12
Clone the iterator so we can print the contents on failure., /home/luyang/Documents/linux/tools/testing/kunit/kunit_tool_test.py: 98
Subtest: example', result), /home/luyang/Documents/linux/tools/testing/kunit/kunit_tool_test.py: 110
Subtest: kunit-resource-test', result), /home/luyang/Documents/linux/tools/testing/kunit/kunit_tool_test.py: 121
', result), /home/luyang/Documents/linux/tools/testing/kunit/kunit_tool_test.py: 126
non-kunit output', result), /home/luyang/Documents/linux/tools/testing/kunit/kunit_tool_test.py: 130
Subtest: kunit-try-catch-test', result), /home/luyang/Documents/linux/tools/testing/kunit/kunit_tool_test.py: 131
Subtest: string-stream-test', result), /home/luyang/Documents/linux/tools/testing/kunit/kunit_tool_test.py: 138
A skipped test does not fail the whole suite., /home/luyang/Documents/linux/tools/testing/kunit/kunit_tool_test.py: 233
A skipped test does not fail the whole suite., /home/luyang/Documents/linux/tools/testing/kunit/kunit_tool_test.py: 252
TODO: add more test cases., /home/luyang/Documents/linux/tools/testing/kunit/kunit_tool_test.py: 359
--raw_output is a string flag, but we don't want it to consume, /home/luyang/Documents/linux/tools/testing/kunit/kunit_tool_test.py: 491
any positional arguments, only ones after an '=', /home/luyang/Documents/linux/tools/testing/kunit/kunit_tool_test.py: 492
Just verify that we parsed and initialized it correctly here., /home/luyang/Documents/linux/tools/testing/kunit/kunit_tool_test.py: 542
Just verify that we parsed and initialized it correctly here., /home/luyang/Documents/linux/tools/testing/kunit/kunit_tool_test.py: 553
Should respect the user's filter glob when listing tests., /home/luyang/Documents/linux/tools/testing/kunit/kunit_tool_test.py: 575
Should respect the user's filter glob when listing tests., /home/luyang/Documents/linux/tools/testing/kunit/kunit_tool_test.py: 585
Should respect the user's filter glob when listing tests., /home/luyang/Documents/linux/tools/testing/kunit/kunit_tool_test.py: 598
SPDX-License-Identifier: GPL-2.0, /home/luyang/Documents/linux/tools/testing/kunit/qemu_config.py: 1
Collection of configs for building non-UML kernels and running them on QEMU., /home/luyang/Documents/linux/tools/testing/kunit/qemu_config.py: 3
Copyright (C) 2021, Google LLC., /home/luyang/Documents/linux/tools/testing/kunit/qemu_config.py: 5
Author: Brendan Higgins <brendanhiggins@google.com>, /home/luyang/Documents/linux/tools/testing/kunit/qemu_config.py: 6
!/usr/bin/env python3, /home/luyang/Documents/linux/tools/testing/kunit/kunit.py: 1
SPDX-License-Identifier: GPL-2.0, /home/luyang/Documents/linux/tools/testing/kunit/kunit.py: 2
A thin wrapper on top of the KUnit Kernel, /home/luyang/Documents/linux/tools/testing/kunit/kunit.py: 4
Copyright (C) 2019, Google LLC., /home/luyang/Documents/linux/tools/testing/kunit/kunit.py: 6
Author: Felix Guo <felixguoxiuping@gmail.com>, /home/luyang/Documents/linux/tools/testing/kunit/kunit.py: 7
Author: Brendan Higgins <brendanhiggins@google.com>, /home/luyang/Documents/linux/tools/testing/kunit/kunit.py: 8
SPDX-License-Identifier: GPL-2.0, /home/luyang/Documents/linux/tools/testing/kunit/kunit_parser.py: 1
Parses KTAP test results from a kernel dmesg log and incrementally prints, /home/luyang/Documents/linux/tools/testing/kunit/kunit_parser.py: 3
results with reader-friendly format. Stores and returns test results in a, /home/luyang/Documents/linux/tools/testing/kunit/kunit_parser.py: 4
Test object., /home/luyang/Documents/linux/tools/testing/kunit/kunit_parser.py: 5
Copyright (C) 2019, Google LLC., /home/luyang/Documents/linux/tools/testing/kunit/kunit_parser.py: 7
Author: Felix Guo <felixguoxiuping@gmail.com>, /home/luyang/Documents/linux/tools/testing/kunit/kunit_parser.py: 8
Author: Brendan Higgins <brendanhiggins@google.com>, /home/luyang/Documents/linux/tools/testing/kunit/kunit_parser.py: 9
Author: Rae Moar <rmoar@google.com>, /home/luyang/Documents/linux/tools/testing/kunit/kunit_parser.py: 10
Creates Test object with default attributes., /home/luyang/Documents/linux/tools/testing/kunit/kunit_parser.py: 41
type: Optional[int], /home/luyang/Documents/linux/tools/testing/kunit/kunit_parser.py: 44
type: List[Test], /home/luyang/Documents/linux/tools/testing/kunit/kunit_parser.py: 45
type: List[str], /home/luyang/Documents/linux/tools/testing/kunit/kunit_parser.py: 46
Returns string representation of a Test class object., /home/luyang/Documents/linux/tools/testing/kunit/kunit_parser.py: 50
Returns string representation of a Test class object., /home/luyang/Documents/linux/tools/testing/kunit/kunit_parser.py: 57
Records an error that occurred while parsing this test., /home/luyang/Documents/linux/tools/testing/kunit/kunit_parser.py: 61
An enumeration class to represent the status of a test., /home/luyang/Documents/linux/tools/testing/kunit/kunit_parser.py: 66
If one of the subtests crash, the expected status, /home/luyang/Documents/linux/tools/testing/kunit/kunit_parser.py: 135
of the Test is crashed., /home/luyang/Documents/linux/tools/testing/kunit/kunit_parser.py: 136
Otherwise if one of the subtests fail, the, /home/luyang/Documents/linux/tools/testing/kunit/kunit_parser.py: 139
expected status of the Test is failed., /home/luyang/Documents/linux/tools/testing/kunit/kunit_parser.py: 140
Otherwise if one of the subtests pass, the, /home/luyang/Documents/linux/tools/testing/kunit/kunit_parser.py: 143
expected status of the Test is passed., /home/luyang/Documents/linux/tools/testing/kunit/kunit_parser.py: 144
Finally, if none of the subtests have failed,, /home/luyang/Documents/linux/tools/testing/kunit/kunit_parser.py: 147
crashed, or passed, the expected status of the, /home/luyang/Documents/linux/tools/testing/kunit/kunit_parser.py: 148
Test is skipped., /home/luyang/Documents/linux/tools/testing/kunit/kunit_parser.py: 149
Creates a new LineStream that wraps the given iterator., /home/luyang/Documents/linux/tools/testing/kunit/kunit_parser.py: 179
Advances the LineSteam to the next line., /home/luyang/Documents/linux/tools/testing/kunit/kunit_parser.py: 186
Returns True if stream has more lines., /home/luyang/Documents/linux/tools/testing/kunit/kunit_parser.py: 206
Only used by kunit_tool_test.py., /home/luyang/Documents/linux/tools/testing/kunit/kunit_parser.py: 209
Returns the line number of the current line., /home/luyang/Documents/linux/tools/testing/kunit/kunit_parser.py: 218
Parsing helper methods:, /home/luyang/Documents/linux/tools/testing/kunit/kunit_parser.py: 221
Extracts KTAP lines from the kernel output., /home/luyang/Documents/linux/tools/testing/kunit/kunit_parser.py: 229
remove trailing \n, /home/luyang/Documents/linux/tools/testing/kunit/kunit_parser.py: 236
start extracting KTAP lines and set prefix, /home/luyang/Documents/linux/tools/testing/kunit/kunit_parser.py: 238
to number of characters before version line, /home/luyang/Documents/linux/tools/testing/kunit/kunit_parser.py: 239
start extracting KTAP lines and set prefix, /home/luyang/Documents/linux/tools/testing/kunit/kunit_parser.py: 245
to number of characters before version line, /home/luyang/Documents/linux/tools/testing/kunit/kunit_parser.py: 246
