This Makefile is used as a shim to aid people with muscle memory, /home/luyang/Documents/firefox-source//GNUmakefile: 1
This file and all of its targets should not be used by anything important., /home/luyang/Documents/firefox-source//GNUmakefile: 4
Wasm Spec Tests\n\nThese tests are autogenerated using a tool, do not edit.\n\nSee `jit-test/etc/wasm/` for more information.', /home/luyang/Documents/firefox-source/js/src/jit-test/etc/wasm/Makefile: 3
You can set these variables from the command line., /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/wptserve/docs/Makefile: 4
qcollectiongenerator $(BUILDDIR)/qthelp/wptserve.qhcp", /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/wptserve/docs/Makefile: 80
ln -s $(BUILDDIR)/devhelp $$HOME/.local/share/devhelp/wptserve", /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/wptserve/docs/Makefile: 90
devhelp", /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/wptserve/docs/Makefile: 91
You can set these variables from the command line., /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/attrs/docs/Makefile: 4
User-friendly check for sphinx-build, /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/attrs/docs/Makefile: 10
Internal variables., /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/attrs/docs/Makefile: 15
the i18n builder cannot share the environment and doctrees with the others, /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/attrs/docs/Makefile: 19
qcollectiongenerator $(BUILDDIR)/qthelp/attrs.qhcp", /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/attrs/docs/Makefile: 88
assistant -collectionFile $(BUILDDIR)/qthelp/attrs.qhc", /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/attrs/docs/Makefile: 90
You can set these variables from the command line., /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/html5lib/doc/Makefile: 4
User-friendly check for sphinx-build, /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/html5lib/doc/Makefile: 10
Internal variables., /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/html5lib/doc/Makefile: 15
the i18n builder cannot share the environment and doctrees with the others, /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/html5lib/doc/Makefile: 19
assistant -collectionFile $(BUILDDIR)/qthelp/html5lib.qhc", /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/html5lib/doc/Makefile: 90
mkdir -p $$HOME/.local/share/devhelp/html5lib", /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/html5lib/doc/Makefile: 97
You can set these variables from the command line., /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/py/doc/Makefile: 4
qcollectiongenerator $(BUILDDIR)/qthelp/py.qhcp", /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/py/doc/Makefile: 78
ln -s $(BUILDDIR)/devhelp $$HOME/.local/share/devhelp/py", /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/py/doc/Makefile: 88
devhelp", /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/py/doc/Makefile: 89
You can set these variables from the command line., /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/funcsigs/docs/Makefile: 4
qcollectiongenerator $(BUILDDIR)/qthelp/funcsigs.qhcp", /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/funcsigs/docs/Makefile: 80
ln -s $(BUILDDIR)/devhelp $$HOME/.local/share/devhelp/funcsigs", /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/funcsigs/docs/Makefile: 90
devhelp", /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/funcsigs/docs/Makefile: 91
You can set these variables from the command line., /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/more-itertools/docs/Makefile: 4
qcollectiongenerator $(BUILDDIR)/qthelp/more-itertools.qhcp", /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/more-itertools/docs/Makefile: 80
ln -s $(BUILDDIR)/devhelp $$HOME/.local/share/devhelp/more-itertools", /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/more-itertools/docs/Makefile: 90
devhelp", /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/more-itertools/docs/Makefile: 91
You can set these variables from the command line., /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/packaging/docs/Makefile: 4
mkdir -p $$HOME/.local/share/devhelp/packaging", /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/packaging/docs/Makefile: 89
ln -s $(BUILDDIR)/devhelp $$HOME/.local/share/devhelp/packaging", /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/packaging/docs/Makefile: 90
devhelp", /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/packaging/docs/Makefile: 91
You can set these variables from the command line., /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/h2/docs/Makefile: 4
the i18n builder cannot share the environment and doctrees with the others, /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/h2/docs/Makefile: 19
qcollectiongenerator $(BUILDDIR)/qthelp/hyper-h2.qhcp", /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/h2/docs/Makefile: 88
ln -s $(BUILDDIR)/devhelp $$HOME/.local/share/devhelp/hyper-h2", /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/h2/docs/Makefile: 98
devhelp", /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/h2/docs/Makefile: 99
You can set these variables from the command line., /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/atomicwrites/docs/Makefile: 4
User-friendly check for sphinx-build, /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/atomicwrites/docs/Makefile: 10
Internal variables., /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/atomicwrites/docs/Makefile: 15
the i18n builder cannot share the environment and doctrees with the others, /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/atomicwrites/docs/Makefile: 19
assistant -collectionFile $(BUILDDIR)/qthelp/atomicwrites.qhc", /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/atomicwrites/docs/Makefile: 90
mkdir -p $$HOME/.local/share/devhelp/atomicwrites", /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/atomicwrites/docs/Makefile: 97
You can set these variables from the command line., /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/websockets/docs/Makefile: 4
assistant -collectionFile $(BUILDDIR)/qthelp/websockets.qhc", /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/websockets/docs/Makefile: 83
mkdir -p $$HOME/.local/share/devhelp/websockets", /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/websockets/docs/Makefile: 90
from the environment for the first two., /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/pytest/doc/en/Makefile: 5
Catch-all target: route all unknown targets to Sphinx using the new, /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/pytest/doc/en/Makefile: 17
You can set these variables from the command line., /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/six/documentation/Makefile: 4
qcollectiongenerator $(BUILDDIR)/qthelp/six.qhcp", /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/six/documentation/Makefile: 75
assistant -collectionFile $(BUILDDIR)/qthelp/six.qhc", /home/luyang/Documents/firefox-source/testing/web-platform/tests/tools/third_party/six/documentation/Makefile: 77
You can set these variables from the command line., /home/luyang/Documents/firefox-source/testing/web-platform/tests/docs/Makefile: 4
Catch-all target: route all unknown targets to Sphinx using the new, /home/luyang/Documents/firefox-source/testing/web-platform/tests/docs/Makefile: 21
You can set these variables from the command line., /home/luyang/Documents/firefox-source/testing/mozharness/docs/Makefile: 4
User-friendly check for sphinx-build, /home/luyang/Documents/firefox-source/testing/mozharness/docs/Makefile: 10
Internal variables., /home/luyang/Documents/firefox-source/testing/mozharness/docs/Makefile: 15
the i18n builder cannot share the environment and doctrees with the others, /home/luyang/Documents/firefox-source/testing/mozharness/docs/Makefile: 19
assistant -collectionFile $(BUILDDIR)/qthelp/MozHarness.qhc", /home/luyang/Documents/firefox-source/testing/mozharness/docs/Makefile: 90
mkdir -p $$HOME/.local/share/devhelp/MozHarness", /home/luyang/Documents/firefox-source/testing/mozharness/docs/Makefile: 97
You can set these variables from the command line., /home/luyang/Documents/firefox-source/testing/marionette/client/docs/Makefile: 4
qcollectiongenerator $(BUILDDIR)/qthelp/MarionettePythonClient.qhcp", /home/luyang/Documents/firefox-source/testing/marionette/client/docs/Makefile: 80
ln -s $(BUILDDIR)/devhelp $$HOME/.local/share/devhelp/MarionettePythonClient", /home/luyang/Documents/firefox-source/testing/marionette/client/docs/Makefile: 90
devhelp", /home/luyang/Documents/firefox-source/testing/marionette/client/docs/Makefile: 91
You can set these variables from the command line., /home/luyang/Documents/firefox-source/testing/mozbase/docs/Makefile: 4
mkdir -p $$HOME/.local/share/devhelp/MozBase", /home/luyang/Documents/firefox-source/testing/mozbase/docs/Makefile: 89
ln -s $(BUILDDIR)/devhelp $$HOME/.local/share/devhelp/MozBase", /home/luyang/Documents/firefox-source/testing/mozbase/docs/Makefile: 90
devhelp", /home/luyang/Documents/firefox-source/testing/mozbase/docs/Makefile: 91
License & terms of use: http://www.unicode.org/copyright.html, /home/luyang/Documents/firefox-source/intl/icu/source/tools/genren/Makefile: 2
Copyright (C) 2002-2011, International Business Machines, /home/luyang/Documents/firefox-source/intl/icu/source/tools/genren/Makefile: 5
override if you have an out-of-source build (not yet working.), /home/luyang/Documents/firefox-source/intl/icu/source/tools/genren/Makefile: 16
API will allow a duplicate internal name to resolve to an external library., /home/luyang/Documents/firefox-source/intl/icu/source/tools/genren/Makefile: 23
For MinGW, do we want the DLL to go in the bin location?, /home/luyang/Documents/firefox-source/intl/icu/source/tools/genren/Makefile: 35
We use config.status to mean we have a valid out of source tree., /home/luyang/Documents/firefox-source/intl/icu/source/tools/genren/Makefile: 59
cause lib and bin to be created, and any other general sanity, /home/luyang/Documents/firefox-source/intl/icu/source/tools/genren/Makefile: 66
cd third_party/llvm/tools/clang/tools/chrome-plugin, /home/luyang/Documents/firefox-source/third_party/libwebrtc/tools/clang/plugins/Makefile: 6
make, /home/luyang/Documents/firefox-source/third_party/libwebrtc/tools/clang/plugins/Makefile: 7
may want to move it to your project's root directory., /home/luyang/Documents/firefox-source/third_party/rust/cubeb-sys/libcubeb/googletest/make/Makefile: 3
SYNOPSIS:, /home/luyang/Documents/firefox-source/third_party/rust/cubeb-sys/libcubeb/googletest/make/Makefile: 5
make [all]  - makes everything., /home/luyang/Documents/firefox-source/third_party/rust/cubeb-sys/libcubeb/googletest/make/Makefile: 7
Please tweak the following variable definitions as needed by your, /home/luyang/Documents/firefox-source/third_party/rust/cubeb-sys/libcubeb/googletest/make/Makefile: 11
project, except GTEST_HEADERS, which you can use in your own targets, /home/luyang/Documents/firefox-source/third_party/rust/cubeb-sys/libcubeb/googletest/make/Makefile: 12
Remember to tweak this if you move this file., /home/luyang/Documents/firefox-source/third_party/rust/cubeb-sys/libcubeb/googletest/make/Makefile: 16
Where to find user code., /home/luyang/Documents/firefox-source/third_party/rust/cubeb-sys/libcubeb/googletest/make/Makefile: 19
Flags passed to the preprocessor., /home/luyang/Documents/firefox-source/third_party/rust/cubeb-sys/libcubeb/googletest/make/Makefile: 22
All tests produced by this Makefile.  Remember to add new tests you, /home/luyang/Documents/firefox-source/third_party/rust/cubeb-sys/libcubeb/googletest/make/Makefile: 28
created to the list., /home/luyang/Documents/firefox-source/third_party/rust/cubeb-sys/libcubeb/googletest/make/Makefile: 29
definition., /home/luyang/Documents/firefox-source/third_party/rust/cubeb-sys/libcubeb/googletest/make/Makefile: 33
Builds gtest.a and gtest_main.a., /home/luyang/Documents/firefox-source/third_party/rust/cubeb-sys/libcubeb/googletest/make/Makefile: 44
trailing _., /home/luyang/Documents/firefox-source/third_party/rust/cubeb-sys/libcubeb/googletest/make/Makefile: 47
compiles fast and for ordinary users its source rarely changes., /home/luyang/Documents/firefox-source/third_party/rust/cubeb-sys/libcubeb/googletest/make/Makefile: 53
Builds a sample test.  A test should link with either gtest.a or, /home/luyang/Documents/firefox-source/third_party/rust/cubeb-sys/libcubeb/googletest/make/Makefile: 68
gtest_main.a, depending on whether it defines its own main(), /home/luyang/Documents/firefox-source/third_party/rust/cubeb-sys/libcubeb/googletest/make/Makefile: 69
A Makefile for fusing Google Test and building a sample test against it., /home/luyang/Documents/firefox-source/third_party/rust/cubeb-sys/libcubeb/googletest/scripts/test/Makefile: 1
SYNOPSIS:, /home/luyang/Documents/firefox-source/third_party/rust/cubeb-sys/libcubeb/googletest/scripts/test/Makefile: 3
make [all]  - makes everything., /home/luyang/Documents/firefox-source/third_party/rust/cubeb-sys/libcubeb/googletest/scripts/test/Makefile: 5
Paths to the fused gtest files., /home/luyang/Documents/firefox-source/third_party/rust/cubeb-sys/libcubeb/googletest/scripts/test/Makefile: 13
Where to find the sample test., /home/luyang/Documents/firefox-source/third_party/rust/cubeb-sys/libcubeb/googletest/scripts/test/Makefile: 17
Where to find gtest_main.cc., /home/luyang/Documents/firefox-source/third_party/rust/cubeb-sys/libcubeb/googletest/scripts/test/Makefile: 20
Flags passed to the preprocessor., /home/luyang/Documents/firefox-source/third_party/rust/cubeb-sys/libcubeb/googletest/scripts/test/Makefile: 23
We have no idea here whether pthreads is available in the system, so, /home/luyang/Documents/firefox-source/third_party/rust/cubeb-sys/libcubeb/googletest/scripts/test/Makefile: 24
